cci_ID;Source;Dataset;Name;Latitude;Longitude;Year;double.check.number;check.type;Depth;Type;MeasurementsPerDay;X0;X20;X25;X40;X50;X60;X75;X80;X100;X120;X160;X200;X240;X250;X300;X320;X400;X500;X1000;X1500;X2000;M0;M20;M25;M40;M50;M60;M75;M80;M100;M120;M160;M200;M240;M250;M300;M320;M400;M500;M1000;M1500;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;;;;;;;
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;1999;NA;1;120;NA;1;NA;-12.464351;NA;-12.28589286;NA;NA;NA;-12.34362839;NA;-11.61746416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2000;NA;1;120;NA;1;NA;NA;NA;NA;NA;NA;NA;-11.89799084;NA;-11.73222123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.364916667;NA;0.364916667;NA;NA;NA;0.00575;NA;0.00575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2001;NA;1;120;NA;1;NA;-12.65824949;NA;-12.48510049;NA;NA;NA;-12.52499232;NA;-12.68584037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2002;NA;1;120;NA;1;NA;NA;NA;NA;NA;NA;NA;-13.07590118;NA;-13.21979263;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.233916667;NA;0.233916667;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2003;NA;1;120;NA;1;NA;-13.14496224;NA;-12.71793203;NA;NA;NA;-12.75452445;NA;-12.60101958;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.002666667;NA;0;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2004;NA;1;120;NA;1;NA;-13.17154022;NA;-12.9064994;NA;NA;NA;-12.94289327;NA;-12.97335623;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.00575;NA;0.00575;NA;NA;NA;0.00575;NA;0.00575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2005;NA;1;120;NA;1;NA;-9.751591141;NA;-9.699960317;NA;NA;NA;-9.805275261;NA;-9.979396442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;0.005416667;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2006;NA;1;120;NA;1;NA;-10.30929851;NA;-10.33908026;NA;NA;NA;-10.06912122;NA;-10.06846774;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2007;NA;1;120;NA;1;NA;-10.76419419;NA;-10.6256042;NA;NA;NA;-10.34865271;NA;-10.60108935;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2008;NA;1;120;NA;1;NA;-12.1362496;NA;-12.06022302;NA;NA;NA;-11.64066607;NA;-11.75826862;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0085;NA;0.00575;NA;NA;NA;0.00575;NA;0.00575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2009;NA;1;120;NA;1;NA;-12.18802024;NA;-11.95182028;NA;NA;NA;-11.65386649;NA;-11.80755248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.00275;NA;0;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2010;NA;1;120;NA;1;NA;-11.36202125;NA;-11.13788722;NA;NA;NA;-10.78988991;NA;-10.8994598;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;0;NA;0.002666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2011;NA;1;120;NA;1;NA;-9.638311572;NA;-9.56951933;NA;NA;NA;-9.590156788;NA;-9.870223375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.002666667;NA;0;NA;NA;NA;0.005416667;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2012;NA;1;120;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.422416667;NA;0.422416667;NA;NA;NA;0.422416667;NA;0.430666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;5;0;5;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
2;RHM;20087.txt;Golomyanny;79.55;90.61666667;2013;NA;1;120;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;12;0;12;0;0;0;12;0;12;0;0;0;0;0;0;0;0;0;0;0;RHM;79.55;90.61666667;20087;120;NA;1
